Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
79,2.0,0.0,0.0,1594.0,19.0,90.0,6481.0,0.0,142.20000000000002,0.0,0.0,935.7294108867645,,,,,,,,,,,,,,,,,,,,,49.93503365720177,20.922810794687784,77.24146833676002,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2.0,0.0,0.0,1673.0,20.0,79.0,6560.0,0.0,130.0,0.0,0.0,944.2511863708496,,,,,,,,,,,,,,,,,,,,,47.875593065321425,19.972168881098312,75.5159083899034,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2.0,0.0,0.0,1750.0,21.0,77.0,6637.0,0.0,116.70000000000003,0.0,0.0,952.6036937236786,,,,,,,,,,,,,,,,,,,,,43.677169216857166,19.546448108712703,68.43980420716291,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2.0,0.0,0.0,1814.0,22.0,64.0,6701.0,0.0,102.60000000000001,0.0,0.0,959.4488575458527,,,,,,,,,,,,,,,,,,,,,42.85136344104247,17.207088467660384,63.34890473508638,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2.0,0.0,0.0,1973.0,23.0,159.0,6860.0,0.0,223.09999999999997,0.0,0.0,976.3662142753601,,,,,,,,,,,,,,,,,,,,,59.98252048631945,21.497431978417115,83.23240070426513,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2.0,0.0,0.0,2010.0,24.0,37.0,6897.0,0.0,66.9,0.0,0.0,980.6076002120972,,,,,,,,,,,,,,,,,,,,,28.6482129066959,15.897267099777322,52.565375904335355,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2.0,0.0,0.0,2125.0,25.0,115.0,7012.0,0.0,189.5,0.0,0.0,992.7299613952637,,,,,,,,,,,,,,,,,,,,,60.15373955557069,24.562952112597586,88.36589375314016,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2.0,0.0,0.0,2306.0,26.0,181.0,7193.0,0.0,294.9999999999999,0.0,0.0,1011.1488330364227,,,,,,,,,,,,,,,,,,,,,70.90543090791013,30.48294507191876,110.18716465724962,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2.0,0.0,0.0,2329.0,27.0,23.0,7216.0,0.0,43.4,0.0,0.0,1014.0803687572479,,,,,,,,,,,,,,,,,,,,,21.243604040176724,11.342989260421248,37.17792945568196,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2.0,0.0,0.0,2520.0,28.0,191.0,7407.0,0.0,274.59999999999985,0.0,0.0,1034.399344921112,,,,,,,,,,,,,,,,,,,,,64.72501549685967,26.200863192884842,94.07850742488168,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2.0,0.0,0.0,2696.0,29.0,176.0,7583.0,0.0,277.5999999999998,0.0,0.0,1052.9289774894714,,,,,,,,,,,,,,,,,,,,,66.7524280373185,29.896592134170586,105.65718556295977,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2.0,0.0,0.0,2764.0,30.0,68.0,7651.0,0.0,114.70000000000002,0.0,0.0,1060.436371564865,,,,,,,,,,,,,,,,,,,,,42.85720713208426,19.298849250640824,73.26305594275017,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,3.0,0.0,0.0,170.0,1.0,170.0,7821.0,0.0,264.49999999999994,0.0,0.0,1223.4579939842224,,,,,,,,,,,,,,,,,,,,,68.16702398663475,24.31787622211103,93.45676398163435,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,3.0,0.0,0.0,314.0,2.0,144.0,7965.0,0.0,230.19999999999993,0.0,0.0,1238.629299879074,,,,,,,,,,,,,,,,,,,,,65.67306109905856,24.10939225358633,91.05742278959347,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3.0,0.0,0.0,471.0,3.0,157.0,8122.0,0.0,233.79999999999995,0.0,0.0,1254.781691789627,,,,,,,,,,,,,,,,,,,,,63.96661137860493,23.26401524660434,86.29510192125308,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,3.0,0.0,0.0,635.0,4.0,164.0,8286.0,0.0,277.09999999999997,0.0,0.0,1271.693660736084,,,,,,,,,,,,,,,,,,,,,72.81762994864951,29.838143625346632,103.24042730451929,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,3.0,0.0,0.0,755.0,5.0,120.0,8406.0,0.0,195.2,0.0,0.0,1284.3434281349182,,,,,,,,,,,,,,,,,,,,,61.27565808993374,25.348626107779193,90.70696560666917,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3.0,0.0,0.0,936.0,6.0,181.0,8587.0,0.0,284.89999999999986,0.0,0.0,1303.2678921222687,,,,,,,,,,,,,,,,,,,,,69.21222756993673,27.912559793213173,100.47235330192152,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,3.0,0.0,0.0,1045.0,7.0,109.0,8696.0,0.0,177.59999999999997,0.0,0.0,1314.7073616981506,,,,,,,,,,,,,,,,,,,,,56.68399985923099,24.30820318407361,87.84548273069971,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3.0,0.0,0.0,1227.0,8.0,182.0,8878.0,0.0,286.0999999999999,0.0,0.0,1334.1079187393188,,,,,,,,,,,,,,,,,,,,,71.588898764645,26.43848420283301,96.93763202964068,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,3.0,0.0,0.0,1407.0,9.0,180.0,9058.0,0.0,289.09999999999997,0.0,0.0,1352.9909920692444,,,,,,,,,,,,,,,,,,,,,71.6733480997097,26.625101742222885,99.00025558547215,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3.0,0.0,0.0,1489.0,10.0,82.0,9140.0,0.0,149.8,0.0,0.0,1361.6712470054626,,,,,,,,,,,,,,,,,,,,,54.26773504184779,21.617658902143408,86.18043060121734,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3.0,0.0,0.0,1564.0,11.0,75.0,9215.0,0.0,132.90000000000003,0.0,0.0,1369.6973502635956,,,,,,,,,,,,,,,,,,,,,48.30619298876715,22.909398683532967,81.85744825393101,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,3.0,0.0,0.0,1697.0,12.0,133.0,9348.0,0.0,232.79999999999995,0.0,0.0,1383.9955880641937,,,,,,,,,,,,,,,,,,,,,67.46419002812608,25.029536414287193,101.22285129108012,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3.0,0.0,0.0,1752.0,13.0,55.0,9403.0,0.0,93.60000000000001,0.0,0.0,1389.9540779590607,,,,,,,,,,,,,,,,,,,,,38.476117991453414,16.88782447317417,63.75552336525125,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3.0,0.0,0.0,1803.0,14.0,51.0,9454.0,0.0,83.4,0.0,0.0,1395.4322574138641,,,,,,,,,,,,,,,,,,,,,33.98993442721209,15.489390614759962,59.15916427960807,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,3.0,0.0,0.0,1835.0,15.0,32.0,9486.0,0.0,54.7,0.0,0.0,1399.0224599838257,,,,,,,,,,,,,,,,,,,,,25.79325582179483,13.592414012979347,43.61796202482772,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,3.0,0.0,0.0,1868.0,16.0,33.0,9519.0,0.0,54.7,0.0,0.0,1402.8009715080261,,,,,,,,,,,,,,,,,,,,,25.403593338013444,13.264664183765735,43.41799200977438,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,3.0,0.0,0.0,2042.0,17.0,174.0,9693.0,0.0,286.5999999999999,0.0,0.0,1421.5665457248688,,,,,,,,,,,,,,,,,,,,,73.37302042421527,25.244833130736737,100.72755874792936,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3.0,0.0,0.0,2130.0,18.0,88.0,9781.0,0.0,136.8,0.0,0.0,1431.0162644386292,,,,,,,,,,,,,,,,,,,,,45.75874215783738,21.503106043679274,78.74303419480495,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,3.0,0.0,0.0,2307.0,19.0,177.0,9958.0,0.0,294.8999999999999,0.0,0.0,1449.3858425617218,,,,,,,,,,,,,,,,,,,,,72.22390929576905,26.90773039821963,106.91464844918147,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,3.0,0.0,0.0,2481.0,20.0,174.0,10132.0,0.0,275.39999999999986,0.0,0.0,1467.9908788204193,,,,,,,,,,,,,,,,,,,,,68.70143226879154,24.689532104642268,99.53108817942973,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3.0,0.0,0.0,2643.0,21.0,162.0,10294.0,0.0,249.7999999999999,0.0,0.0,1485.0340826511383,,,,,,,,,,,,,,,,,,,,,66.70147612163652,21.66420724541311,90.40729008675616,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,3.0,0.0,0.0,2790.0,22.0,147.0,10441.0,0.0,245.89999999999998,0.0,0.0,1500.216756105423,,,,,,,,,,,,,,,,,,,,,67.22552049314264,27.903585425312176,100.97972440336952,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3.0,0.0,0.0,2946.0,23.0,156.0,10597.0,0.0,241.49999999999994,0.0,0.0,1516.726525068283,,,,,,,,,,,,,,,,,,,,,63.88434512713838,25.853937961786425,96.58971355833417,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,3.0,0.0,0.0,2979.0,24.0,33.0,10630.0,0.0,59.900000000000006,0.0,0.0,1520.252465248108,,,,,,,,,,,,,,,,,,,,,29.506348340004884,12.858019721656797,46.68438513921779,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,3.0,0.0,0.0,3093.0,25.0,114.0,10744.0,0.0,197.99999999999997,0.0,0.0,1532.2757432460785,,,,,,,,,,,,,,,,,,,,,63.05757990888172,27.083084465394688,95.00106766123379,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3.0,0.0,0.0,3282.0,26.0,189.0,10933.0,0.0,293.2999999999999,0.0,0.0,1552.1233932971954,,,,,,,,,,,,,,,,,,,,,71.17688433546479,25.455264507969307,95.30561327413938,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3.0,0.0,0.0,3361.0,27.0,79.0,11012.0,0.0,129.10000000000002,0.0,0.0,1560.841192483902,,,,,,,,,,,,,,,,,,,,,46.19682732557597,20.632359763546624,76.79053421638676,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,3.0,0.0,0.0,3466.0,28.0,105.0,11117.0,0.0,160.2,0.0,0.0,1571.8267006874084,,,,,,,,,,,,,,,,,,,,,51.373942410697424,21.996362962387366,81.71923080022825,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,3.0,0.0,0.0,3547.0,29.0,81.0,11198.0,0.0,124.4,0.0,0.0,1580.5911252498627,,,,,,,,,,,,,,,,,,,,,46.95484918915616,18.32746548371063,69.63261372024239,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3.0,0.0,0.0,3728.0,30.0,181.0,11379.0,0.0,291.89999999999986,0.0,0.0,1599.5869238376617,,,,,,,,,,,,,,,,,,,,,72.08944065159167,27.481335388358232,101.27468118150529,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
